0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
2,"[2, 2, 2, 2, 2, 2, 2, 0, 0, 2]",16,"[0.08620689655172413, 0.08620689655172413, 0.08620689655172413, 0.08620689655172413, 0.08620689655172413, 0.08620689655172413, 0.08620689655172413, 0.15517241379310345, 0.15517241379310345, 0.08620689655172413]"
3,"[3, 3, 1, 3, 2, 3, 3, 3, 2, 0]",23,"[0.08999118086427532, 0.08999118086427532, 0.11808642753010207, 0.08999118086427532, 0.08999118086427532, 0.08999118086427532, 0.08999118086427532, 0.08999118086427532, 0.08999118086427532, 0.16198412555569558]"
4,"[1, 3, 4, 2, 2, 1, 1, 2, 1, 4]",21,"[0.11665244292724557, 0.08889837138183627, 0.08889837138183627, 0.08889837138183627, 0.08889837138183627, 0.11665244292724557, 0.11665244292724557, 0.08889837138183627, 0.11665244292724557, 0.08889837138183627]"
5,"[1, 3, 2, 1, 3, 2, 5, 5, 5, 3]",30,"[0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755]"
6,"[6, 1, 6, 6, 1, 6, 4, 2, 2, 1]",35,"[0.09143609531298577, 0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992]"
7,"[3, 4, 4, 2, 2, 2, 1, 1, 4, 2]",25,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755]"
8,"[8, 8, 8, 8, 3, 8, 5, 8, 3, 3]",62,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
9,"[1, 9, 4, 2, 6, 1, 4, 9, 9, 9]",54,"[0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755]"
10,"[3, 6, 2, 2, 6, 10, 6, 3, 2, 1]",41,"[0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.12724733810438124]"
11,"[2, 4, 3, 11, 11, 5, 11, 2, 5, 11]",65,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
12,"[1, 8, 12, 1, 12, 4, 3, 4, 3, 1]",49,"[0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992]"
13,"[2, 4, 2, 8, 1, 4, 2, 1, 4, 5]",33,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755]"
14,"[3, 9, 3, 14, 3, 14, 3, 1, 9, 1]",60,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.1235081510485298]"
15,"[6, 15, 2, 6, 9, 4, 2, 15, 2, 9]",70,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
16,"[3, 1, 10, 10, 1, 10, 16, 3, 5, 16]",75,"[0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755]"
17,"[17, 17, 17, 4, 3, 6, 17, 4, 6, 4]",95,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
18,"[7, 4, 2, 5, 3, 2, 5, 4, 18, 18]",68,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
19,"[19, 6, 6, 3, 3, 19, 3, 1, 1, 6]",67,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.1235081510485298, 0.09412296223786755]"
20,"[4, 20, 20, 20, 20, 20, 8, 2, 12, 12]",138,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
21,"[13, 21, 1, 13, 1, 3, 5, 3, 3, 21]",84,"[0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755]"
22,"[6, 4, 13, 7, 13, 4, 2, 22, 2, 22]",95,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
23,"[5, 3, 10, 2, 23, 14, 5, 3, 8, 2]",75,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
24,"[6, 4, 11, 24, 24, 14, 14, 24, 1, 14]",136,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209]"
25,"[25, 2, 25, 10, 2, 5, 3, 25, 5, 7]",109,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
26,"[3, 3, 8, 15, 8, 4, 26, 3, 1, 1]",72,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.1235081510485298]"
27,"[5, 7, 4, 16, 27, 16, 4, 11, 5, 27]",122,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
28,"[5, 17, 12, 5, 2, 5, 12, 12, 3, 2]",75,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
29,"[6, 13, 7, 3, 3, 17, 29, 3, 29, 1]",111,"[0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.12724733810438124]"
30,"[10, 18, 2, 4, 4, 7, 4, 2, 7, 4]",62,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
31,"[31, 31, 1, 1, 19, 31, 5, 3, 5, 3]",130,"[0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755]"
32,"[2, 32, 2, 4, 2, 9, 1, 32, 4, 32]",120,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
33,"[2, 2, 5, 7, 3, 10, 33, 5, 33, 33]",133,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
34,"[6, 3, 8, 34, 20, 8, 8, 3, 2, 20]",112,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
35,"[35, 3, 4, 14, 14, 14, 14, 3, 3, 3]",107,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
36,"[4, 2, 11, 2, 4, 4, 13, 5, 13, 4]",62,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
37,"[22, 5, 1, 14, 5, 2, 6, 1, 5, 3]",64,"[0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755]"
38,"[4, 8, 4, 6, 10, 6, 5, 2, 22, 2]",69,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
39,"[11, 3, 2, 11, 11, 2, 11, 7, 23, 3]",84,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
40,"[7, 15, 15, 15, 3, 23, 23, 1, 23, 1]",126,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.1235081510485298]"
41,"[23, 4, 3, 7, 23, 4, 2, 2, 7, 15]",90,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
42,"[5, 8, 4, 3, 10, 1, 5, 2, 1, 5]",44,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755]"
43,"[5, 4, 17, 11, 24, 1, 24, 1, 24, 15]",126,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755]"
44,"[7, 5, 16, 2, 7, 5, 5, 5, 2, 2]",56,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
45,"[25, 3, 2, 2, 6, 3, 25, 3, 3, 9]",81,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
46,"[4, 4, 26, 26, 4, 26, 4, 16, 1, 26]",137,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209]"
47,"[5, 9, 17, 3, 2, 5, 12, 12, 12, 2]",79,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
48,"[3, 27, 3, 1, 13, 1, 3, 1, 17, 2]",71,"[0.09143609531298576, 0.09143609531298576, 0.09143609531298576, 0.1199824442696999, 0.09143609531298576, 0.1199824442696999, 0.09143609531298576, 0.1199824442696999, 0.09143609531298576, 0.09143609531298576]"
49,"[10, 5, 7, 7, 10, 7, 3, 1, 10, 10]",70,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209]"
50,"[2, 4, 11, 28, 6, 5, 3, 13, 6, 13]",91,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
51,"[6, 4, 3, 28, 3, 28, 4, 3, 9, 2]",90,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
52,"[29, 15, 5, 4, 8, 3, 5, 7, 4, 10]",90,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
53,"[29, 2, 29, 2, 4, 19, 4, 19, 2, 4]",114,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
54,"[14, 3, 14, 3, 3, 29, 1, 14, 29, 1]",111,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298]"
55,"[30, 4, 6, 8, 6, 4, 4, 4, 0, 4]",70,"[0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.16666666666666669, 0.09259259259259259]"
56,"[10, 2, 1, 5, 5, 2, 30, 5, 7, 1]",68,"[0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298]"
57,"[2, 8, 15, 8, 3, 31, 2, 1, 1, 3]",74,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.1235081510485298, 0.09412296223786755]"
58,"[7, 3, 16, 7, 21, 2, 7, 1, 31, 1]",96,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.1235081510485298]"
59,"[15, 3, 10, 4, 31, 3, 2, 20, 2, 15]",105,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
