0,5
1,17
2,18
3,28
4,32
5,42
6,46
7,56
8,59
9,73
10,75
11,87
12,96
13,109
14,110
15,123
16,128
17,142
18,150
19,158
20,158
21,174
22,175
23,182
24,186
25,201
26,201
27,220
28,220
29,233
30,240
31,246
32,251
33,268
34,268
35,278
36,284
37,300
38,300
39,317
40,317
41,328
42,337
43,342
44,342
45,361
46,365
47,375
48,380
49,390
50,390
51,403
52,407
53,424
54,433
55,438
56,438
57,462
58,462
59,467
60,475
61,488
62,491
63,504
64,504
65,513
66,517
67,534
68,534
69,553
70,553
71,558
72,567
73,580
74,587
75,599
76,599
77,618
78,622
79,627
80,627
81,648
82,650
83,655
84,659
85,672
86,672
87,694
88,700
89,708
90,712
91,717
92,723
93,742
94,742
95,754
96,761
97,775
98,775
99,786
100,786
101,798
102,811
103,816
104,816
105,833
106,833
107,846
108,850
109,870
110,870
111,885
112,886
113,894
114,900
115,905
116,910
117,936
118,939
119,944
120,948
121,956
122,957
123,977
124,977
125,990
126,994
127,1006
128,1006
129,1023
130,1032
131,1037
132,1046
133,1057
134,1057
135,1067
136,1067
137,1088
138,1092
139,1097
140,1102
141,1124
142,1125
143,1130
144,1138
145,1146
146,1146
147,1165
148,1165
149,1180
150,1185
151,1200
152,1201
153,1217
154,1217
155,1222
156,1226
157,1245
158,1249
159,1262
160,1262
161,1270
162,1282
163,1287
164,1287
165,1310
166,1312
167,1323
168,1332
169,1340
170,1340
171,1350
172,1355
173,1371
174,1375
175,1380
176,1380
177,1407
178,1407
179,1421
180,1425
181,1435
182,1436
183,1446
184,1450
185,1458
186,1466
187,1481
188,1481
189,1500
190,1500
191,1505
192,1516
193,1531
194,1531
195,1547
196,1547
197,1563
198,1567
199,1572
200,1576
201,1591
202,1592
203,1597
204,1601
205,1616
206,1624
207,1650
208,1650
209,1658
210,1662
211,1667
212,1668
213,1687
214,1691
215,1696
216,1700
217,1717
218,1720
219,1730
220,1730
221,1750
222,1759
223,1764
224,1764
225,1783
226,1783
227,1793
228,1804
229,1814
230,1814
231,1829
232,1830
233,1838
234,1842
235,1855
236,1855
237,1884
238,1884
239,1892
240,1896
241,1904
242,1909
243,1919
244,1926
245,1936
246,1940
247,1950
248,1950
249,1974
250,1977
251,1982
252,1992
253,2005
254,2005
255,2015
256,2019
257,2035
258,2039
259,2044
260,2044
261,2063
262,2064
263,2081
264,2085
265,2093
266,2093
267,2115
268,2115
269,2129
270,2139
271,2144
272,2148
273,2162
274,2162
275,2167
276,2171
277,2194
278,2194
279,2204
280,2204
281,2212
282,2226
283,2236
284,2240
285,2262
286,2263
287,2273
288,2277
289,2285
290,2285
291,2302
292,2303
293,2313
294,2320
295,2325
296,2327
297,2351
298,2355
299,2360
300,2364
301,2382
302,2383
303,2397
304,2397
305,2415
306,2419
307,2429
308,2429
309,2447
310,2447
311,2452
312,2465
313,2473
314,2473
315,2483
316,2486
317,2505
318,2509
319,2521
320,2527
321,2544
322,2547
323,2552
324,2556
325,2566
326,2570
327,2592
328,2592
329,2600
330,2604
331,2609
332,2610
333,2636
334,2636
335,2643
336,2647
337,2662
338,2665
339,2683
340,2687
341,2697
342,2706
343,2711
344,2711
345,2725
346,2725
347,2742
348,2748
349,2764
350,2764
351,2774
352,2775
353,2783
354,2792
355,2797
356,2797
357,2826
358,2831
359,2836
360,2843
361,2860
362,2861
363,2871
364,2871
365,2884
366,2888
367,2898
368,2902
369,2916
370,2916
371,2925
372,2934
373,2944
374,2946
375,2966
376,2966
377,2985
378,2989
379,2994
380,2994
381,3013
382,3021
383,3026
384,3030
385,3038
386,3038
387,3059
388,3060
389,3077
390,3081
391,3086
392,3087
393,3107
394,3107
395,3112
396,3125
397,3144
398,3144
399,3154
